Timestamp,time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,humidity,visibility,apparentTemperature,pressure,windSpeed,windBearing,precipIntensity,dewPoint,precipProbability
2016-01-01 05:00:00,0.0,0.3282386879115944,0.18739537670807493,0.3282386879115944,0.7925279514907649,0.5065184457825577,0.5956535207152646,0.3925280456312169,0.297207064611857,0.029850373425767754,0.04833715868276389,0.004736889279242134,0.7542359534966178,0.6705837643621428,0.40143082152747733,0.5883718560838173,0.23411637799906634,0.40653129079292954,0.18739537670807493,0.35497686078320356,0.428518221073827,0.9771013215144282,0.32290129929355077,0.44584939417593716,0.4745914325309443,0.8145467722519306,0.0016198978296415917,0.31728106054854005,0.002120813222173468
2016-01-01 06:00:00,0.007194891627023026,0.3028733493858813,0.5047061914877288,0.3028733493858813,0.6463780625581877,0.580246985475077,0.6507063807019894,0.6365266993037267,0.1252015750289993,0.025373702550829616,0.07317853900281324,0.0063102083152604856,0.6340552100546576,0.5125755122991273,0.1362279193886438,0.6008990716773158,0.48447607407660553,0.3626361441256906,0.5047061914877288,0.15645344435446806,0.3746639198296029,0.9799095734756076,0.12244356376794963,0.8393163375832771,0.5318010660190848,0.9742615446348873,0.0,0.12242174471560358,0.0
2016-01-01 07:00:00,0.014389783254046051,0.24048737467637962,0.4619989356006328,0.24048737467637962,0.5252707558822318,0.549160109902613,0.48675875957543846,0.4458577133339733,0.2970532651795509,0.009561848715213525,0.05403009017122118,0.0003667832863400583,0.649933564039165,0.37026690883247104,0.21330541554547508,0.2859047485920251,0.36745878652096275,0.42401978669502416,0.4619989356006328,0.23261335705982422,0.4389468906037224,0.9829977041830382,0.2517850041193373,0.9606402956203581,0.0721357947489965,0.37475125498513673,0.0,0.19447633784888102,0.0
2016-01-01 08:00:00,0.021584674881069077,0.28809597458799974,0.0,0.28809597458799974,0.4416655793156677,0.3707992701106063,0.4275430341845389,0.42571643640133494,0.18772498127197645,0.04557205782086422,0.1712923733160121,0.004555564031170814,0.7133411176866206,0.2871885734591544,0.4163561511391394,0.4402462505908758,0.17184739333692298,0.4888067767268548,0.0,0.45185236147693064,0.7956050606981155,0.6353761326976795,0.4411841323417423,0.429423867067662,0.36251392933326027,0.31946025402700773,0.45732660999563296,0.4849041252855942,0.4851360245721808
2016-01-01 09:00:00,0.028779566507637355,0.28228256835006416,0.2518966725597235,0.28228256835006416,0.610075210484821,0.5789763781584223,0.7226240836333667,0.43729886503303295,0.1914388268344116,0.0,0.04840835119430564,0.0016063280146283963,0.5832726038910032,0.42712816361985206,0.027105572688156748,0.46745056582145444,0.26432356666019385,0.4950628220965078,0.2518966725597235,0.23578680619925851,0.33036535260774924,0.7858832946190271,0.19714646154795956,0.3600303365868527,0.6623957219189949,0.7806724099809194,0.017597980967470013,0.17809526821627653,0.04824850080444639
2016-01-01 10:00:00,0.03597445813466038,0.23145745903588874,0.3949921681686258,0.23145745903588874,0.4216069655645588,0.5861749955487586,0.6055555177470147,0.4419471415803856,0.03078679418003316,0.012747942159114165,0.09865409488077725,0.03922979857151204,0.5980393630549075,0.4394075492557348,0.03254333108679769,0.30590320687580047,0.1715487743973089,0.22409346902667643,0.3949921681686258,0.2903313155279284,0.6439354260507231,0.7752641271163299,0.29497064242931853,0.31421503072991186,0.14282090127485503,0.4558359879783479,0.16561297136995626,0.305140078072997,0.2648091268100044
2016-01-01 11:00:00,0.04316934976168341,0.31612742724736176,0.1169966055450208,0.31612742724736176,0.6502801691653716,0.5207599954693669,0.5441724661611513,0.4368719408165411,0.2366773860714264,0.03998185489159335,0.112649871822051,0.027946643093176276,0.6014609544666306,0.31426935681288715,0.2561653964316081,0.5066236514551468,0.3227698703407623,0.5832101947448437,0.1169966055450208,0.2900749448442764,0.49508246330761096,0.8163292347547211,0.24987935878289416,0.19115801448652547,0.6276802218247217,0.8401439650160099,0.011029523780506385,0.27158678401970177,0.025212081322217344
2016-01-01 12:00:00,0.05036424138870643,0.34078448295449437,0.5044808165132975,0.34078448295449437,0.2694039367390016,0.8139933504630421,0.8724663201456844,0.49632503813687623,0.08301713803695743,0.023370346714064252,0.03072113111827557,0.13807043526695897,0.4538508750170395,0.5217110198602279,0.22165742036234273,0.4858365838791151,0.16073404188269794,0.3040264260500369,0.5044808165132975,0.2015099915612285,0.24147723966153367,0.9721946549919824,0.13149289080163304,0.556176742891374,0.9429527976759142,0.9999999999999999,0.0,0.13046178453855503,0.0
2016-01-01 13:00:00,0.05755913301572946,0.23230399228187007,0.47341024508543444,0.23230399228187007,0.2913091604767741,0.6247662774732742,0.7212119223789454,0.2194004573638433,0.005218417552420362,0.009516558039893527,0.07820548689849516,0.27513497522964164,0.2193992020239363,0.49528665061002086,0.3233191994978408,0.321266194187584,0.06417307073064918,0.1790544756827605,0.47341024508543444,0.20390611611042986,0.2353550519687606,0.8769155469263366,0.1463182681250924,0.6039913589136958,0.7395952938583514,0.35952969790276224,0.01023480901455369,0.1322306241553023,0.025979961971624978
2016-01-01 14:00:00,0.06475402464275248,0.30179955315005225,0.4953291724010452,0.30179955315005225,1.0,0.5482643847722541,0.5502690472850931,0.28185020972372643,0.23481094654841705,0.02032238967569551,0.09810171622940733,0.3601603762355917,0.3107901338205269,0.450902199234019,0.4001972311969234,0.7040707915138938,0.5438989389090236,0.33227593342447875,0.4953291724010452,0.3106417774042364,0.3671683136049908,0.9731451610722468,0.29632334395025367,0.6360569698509977,0.3151592184133803,0.775562388934839,0.0007363171952916325,0.25497099068499535,0.000530203305543367
2016-01-01 15:00:00,0.07194891626932076,0.20278584093682858,0.32683503203282144,0.20278584093682858,0.2784811241941773,0.35783086238159145,0.5533703511248658,0.29213198558070863,0.05509395894611813,0.022027822409353012,0.043694956789212425,0.28468563748930104,0.23388964440744103,0.33161744383464264,0.2636513797052481,0.34338904931377107,0.19369983341241534,0.3205850853137788,0.32683503203282144,0.3534342979812959,0.5025431521119219,0.9718417643988833,0.34999292343554045,0.3816364813593367,0.36711308451901853,0.7663926035721013,0.0,0.32716752002874566,0.0
2016-01-01 16:00:00,0.07914380789634379,0.21763771897079934,0.36544718425670075,0.21763771897079934,0.27964309562475603,0.46961824017977316,0.5239600978757152,0.25549520104280266,0.09216132150514955,0.04366206232301205,0.07280490005003104,0.0026649775611347383,0.5026923028836082,0.39170647925139157,0.4395909038558796,0.33096955108993076,0.18310411836036125,0.24012788074155322,0.36544718425670075,0.3870397762718357,0.3775737048546852,0.9445772478860373,0.3575058171915424,0.32371578813605595,0.4868024679205624,0.7461838624880234,0.002282583305404061,0.329650228256862,0.0031812198332602016
