Timestamp,time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,humidity,visibility,apparentTemperature,pressure,windSpeed,windBearing,precipIntensity,dewPoint,precipProbability,hour,day_of_week,day_of_month,month,Kitchen_Total_kW,Furnace_Total_kW,lag_1h,lag_24h,rolling_mean_3h
2016-01-02 05:00:00,0.1726773990467336,0.1713151285438402,0.6624733607808811,0.1713151285438402,0.5804780424620068,0.0,0.7615542704038188,0.2191604979313315,0.0595751589256016,0.0185772590202986,0.1249102509332653,0.0065734060569163,0.6322375292029253,0.61128440004738,0.0479087544981418,0.392676769325941,0.2282805444736433,0.4903711260072542,0.6624733607808811,0.2577892835969558,0.2219002060127797,0.9227169601111944,0.2277091498044975,0.7468655891530531,0.4572302387135451,0.4749637630719088,0.0013990026710541,0.1668506437655676,0.0026510165277168,0.21739130434782608,0.8333333333333334,0.06451612903225806,0.08333333333333333,1.2500953353072215,0.7615542704038188,0.2293258441973533,0.3282386879115944,0.2006115756282341
2016-01-02 06:00:00,0.1798722906737566,0.1837906150381914,0.6381415831707575,0.1837906150381914,0.5497285993890133,0.1586544601038774,0.6255038520140204,0.161625336375093,0.0877899055182025,0.1007923254003299,0.0973201062928292,0.0088362046786839,0.3079954976234864,0.6680025269475263,0.0326380217823051,0.5028467225583864,0.6250249314181048,0.130624024152334,0.6381415831707575,0.3706953510519643,0.2962044764132825,0.9630451889249144,0.3885144517434627,0.7525627759590634,0.1328620916370048,0.7240998091931244,0.0,0.2819714895555115,0.0,0.2608695652173913,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.9848342292496965,0.7841583121178978,0.1713151285438402,0.3028733493858813,0.19481052925979495
2016-01-02 07:00:00,0.1870671823007796,0.1896354552508341,0.6663272177980476,0.1896354552508341,0.4646919778597911,0.2373127173277085,0.4315262226192827,0.1278642146631069,0.1213401046379109,0.0926658123712077,0.1476082613791354,0.0052993354109564,0.4057078236903487,0.548727642436925,0.0235044087669589,0.5899844269628856,0.1524190937849093,0.5296158515850047,0.6663272177980476,0.6779715368884022,0.3948578279036743,0.8672333647915242,0.6738719285415279,0.5685854961262322,0.2513272147101794,0.6441779335533481,0.0836177041122046,0.5793891210963823,0.2268538832821413,0.30434782608695654,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.9597348015382301,0.6688389399469912,0.1837906150381914,0.2404873746763796,0.18158039961095526
2016-01-02 08:00:00,0.1942620739273479,0.0852817613921269,0.4687904618023377,0.0852817613921269,0.2311797958580179,0.067240387638862,0.0474354344464218,0.3871017619805582,0.1691646469621068,0.123612082096736,0.0783559507450897,0.005465895861936,0.5646363798373282,0.2806589805346071,0.0351722832115752,0.2124758297215798,0.188930276785136,0.3525839639600207,0.4687904618023377,0.5661571948197163,0.4647857816264535,0.9492432457281308,0.5684748653510857,0.6441625266504047,0.4878453563484325,0.8898233603301859,0.0616576785188344,0.5008709939064772,0.1776912388474477,0.34782608695652173,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.8507612562338713,0.1146758220852838,0.1896354552508341,0.2880959745879997,0.15290261056038415
2016-01-02 09:00:00,0.2014569655543709,0.0928960236603399,0.7028978744305049,0.0928960236603399,0.2382351181835098,0.1810632961429104,0.0956458307496227,0.3170505746470616,0.1386985373034545,0.0844498504612101,0.1098940381069628,0.0316639727075819,0.6015949534232505,0.1942442847553991,0.04174430248772,0.3651942568772442,0.2877454078402142,0.374698227372417,0.7028978744305049,0.5267511845425755,0.5217128158571644,0.6072327698801794,0.5046385711533676,0.5764149173711246,0.4817114275489567,0.1470134219943822,0.2829666981505743,0.4576949831243208,0.7046401930671348,0.391304347826087,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.8275032108862316,0.2767091268925331,0.0852817613921269,0.2822825683500641,0.12260441343443362
2016-01-02 10:00:00,0.208651857181394,0.1890094046955677,0.1798038483880152,0.1890094046955677,0.5900326441248108,0.2829705720339718,0.3318217925435673,0.4501301493902024,0.1039801987539464,0.0715459300098863,0.0491889525200388,0.0018100237587301,0.492127229249484,0.4673619062660399,0.0449445099315045,0.3504479924438721,0.3636963562082342,0.2404686569165574,0.1798038483880152,0.5502857653761204,0.6650255479125202,0.7412892810496401,0.5420296649447643,0.2650709702665139,0.3903172085487005,0.6148260217994808,0.1620354854107634,0.5404510669588112,0.283110282287553,0.43478260869565216,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.9612991592742539,0.614792364577539,0.0928960236603399,0.2314574590358887,0.1223957299160115
2016-01-02 11:00:00,0.215846748808417,0.133334890609606,0.6349750585696742,0.133334890609606,0.2973820213487179,0.3031025264211843,0.2692896374867783,0.272662612327969,0.2159444297222542,0.0687475861091989,0.095102513227377,0.004488245894449,0.4659811772446516,0.4286976349350491,0.0280741735216079,0.4039396727039985,0.2497281534661291,0.3164075755780323,0.6349750585696742,0.3621053448755149,0.1248297775760326,0.8900590314302481,0.3426663170024473,0.5962892141734812,0.3831455569767484,0.6501150573648997,0.0193524471121131,0.2255528009498559,0.051941641070645,0.4782608695652174,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.8991670580741498,0.5723921639079625,0.1890094046955677,0.3161274272473617,0.1384134396551712
2016-01-02 12:00:00,0.22304164043544,0.2347726475067944,0.6343363168217379,0.2347726475067944,0.7445261511195606,0.4500089686888458,0.5499645231027632,0.3370829243147913,0.1456696452874322,0.0763818035699293,0.1609627938828071,0.002355308438302,1.0,1.0,0.0278363217487569,0.6342325701836687,0.2399284638716195,0.2606929845596006,0.6343363168217379,0.4772088089245819,0.2093299347044237,0.8904457238042962,0.4463602971007069,0.4341314840924539,0.6354373143413228,0.8230552848591058,0.0143251779856392,0.3495947636705159,0.0408622202720491,0.5217391304347826,0.8333333333333334,0.06451612903225806,0.08333333333333333,2.002355308438302,0.999973491791609,0.133334890609606,0.3407844829544943,0.18570564760398936
2016-01-02 13:00:00,0.230236532062463,0.1851418348309335,0.7009138798623198,0.1851418348309335,0.5085815765634285,0.4893108865319044,0.4177107665073241,0.329341586720272,0.1099463705883407,0.0585010595812377,0.0453647148750298,0.0072806947806073,0.4708103011847562,0.6194525605085479,0.0212171932372381,0.4368484473543118,0.3171007169821214,0.2873855374447765,0.7009138798623198,0.4846940736147228,0.6172934343610694,0.6356992777235448,0.467056684172407,0.5351168180470438,0.4478218583560071,0.3956315052451418,0.0762824614322131,0.472147938966107,0.1993564428843059,0.5652173913043478,0.8333333333333334,0.06451612903225806,0.08333333333333333,1.0975435564739113,0.9070216530392285,0.2347726475067944,0.23230399228187,0.1844164576491113
2016-01-02 14:00:00,0.2374314236890313,0.1383746351686451,0.450263991303632,0.1383746351686451,0.5791149089750323,0.3177542116326951,0.3063327281998386,0.3961858798696572,0.0974811390742727,0.0484524051385309,0.1286789460607365,0.0035564154528842,0.348254268382166,0.6048337742330319,0.0223232330531012,0.2476756356422483,0.2203737239675845,0.178617590360806,0.450263991303632,0.4812402359880908,0.6761525658484351,0.7741892304821754,0.4797875732703516,0.6776471395059431,0.2151004734323169,0.4121797024067871,0.315732813341052,0.4825100169901022,0.4034847155185022,0.6086956521739131,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.9566444580680821,0.6240869398325337,0.1851418348309335,0.3017995531500522,0.18609637250212432
